,web-scraper-order,web-scraper-start-url,link,link-href,adres,buurt,oppervlakte_wonen,slaapkamers,huurmaand,huurprijs,huurovereenkomst,aangeboden_sinds,status,aanvaarding,soort_woonhuis,soort_bouw,bouwjaar,specifiek,soort_dak,opp_gebouwgebonden_buitenruimte,opp_externe_bergruimte,opp_perceel,inhoud,aantal_kamers,aantal_badkamers,badkamervoorziening,aantal_woonlagen,voorzieningen,energielabel,isolatie,verwarming,warm_water,cv_ketel,kadastrale_kaart,oppervlakte_kadaster,ligging,tuin,achtertuin,ligging_tuin,balkon_dakterras,parkeergelegenheid,postcode,plaatsnaam,huurmaand_woning,aantal_toiletten,plaatsnaam_encoded
2911,1732832237-2912,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=92,"Nagelstraat 4
             
                7571 AJ Oldenzaal",https://www.funda.nl/detail/huur/oldenzaal/appartement-nagelstraat-4/43722799/,Nagelstraat 4,Binnenstad,79.0,2.0,1015.0,€ 1.015 per maand (servicekosten onbekend),Onbepaalde tijd,Vandaag,Beschikbaar,In overleg,,Bestaande bouw,2000.0,,,10.0,4.0,,198.0,3.0,1.0,Douche en wastafel,1.0,"Balansventilatie, glasvezelkabel, en TV kabel",B,"Dakisolatie, dubbel glas, muurisolatie en vloerisolatie",Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel uit 2018, eigendom)",OLDENZAAL B 1054,,In centrum,Zonneterras,,,,"Betaald parkeren, openbaar parkeren, parkeergarage en parkeervergunningen",7571 AJ,Oldenzaal,1015.0,1.0,295
2912,1732832239-2913,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=92,"Amstelveenseweg 122-A21
             
                1075 XL Amsterdam",https://www.funda.nl/detail/huur/amsterdam/appartement-amstelveenseweg-122-a21/40868811/,Amstelveenseweg 122-A21,Schinkelbuurt-Noord,70.0,2.0,2500.0,€ 2.500 per maand (geen servicekosten),Tijdelijke verhuur,6+ maanden,Beschikbaar,Per direct beschikbaar,,Bestaande bouw,2017.0,"Dubbele bewoning mogelijk, gemeubileerd en gestoffeerd",,,8.0,,210.0,3.0,,,4.0,Lift en mechanische ventilatie,A++++,Dubbel glas en vloerisolatie,Cv-ketel en gehele vloerverwarming,Cv-ketel,,19,,Aan park en in centrum,,,,,,1075 XL,Amsterdam,2500.0,,17
2913,1732832242-2914,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=92,"Loosduinse Uitleg 52-tm 206
             
                2553 AW Den Haag",https://www.funda.nl/detail/huur/den-haag/appartement-loosduinse-uitleg-52-tm-206/41931517/,Loosduinse Uitleg 52-TM 206,Kom Loosduinen,70.0,2.0,1200.0,€ 1.200 per maand (servicekosten onbekend),Onbepaalde tijd,6+ maanden,Beschikbaar,In overleg,,Bestaande bouw,,,,,,,200.0,3.0,1.0,Douche en wastafel,1.0,,B,Dubbel glas,Blokverwarming,,,,,,,,,,,2553 AW,Den Haag,1200.0,1.0,90
2914,1732832244-2915,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=92,"Schooldwarsstraat 3
             
                3351 AT Papendrecht",https://www.funda.nl/detail/huur/papendrecht/appartement-schooldwarsstraat-3/41167732/,Schooldwarsstraat 3,Centrum,56.0,1.0,925.0,"€ 925 per maand (exclusief servicekosten à € 100,00 /mnd)",Onbepaalde tijd,6+ maanden,Beschikbaar,In overleg,,Bestaande bouw,1990.0,,Plat dak bedekt met bitumineuze dakbedekking,3.0,,,175.0,2.0,1.0,"Douche, toilet, en wastafel",1.0,,Niet beschikbaar,,Cv-ketel,Cv-ketel,"Nefit (gas gestookt combiketel, eigendom)",Ligging,,In centrum,,,,Balkon aanwezig,Parkeervergunningen,3351 AT,Papendrecht,925.0,,318
2915,1732832249-2916,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=91,"Achter de Hoven 1
             
                8933 AG Leeuwarden",https://www.funda.nl/detail/huur/leeuwarden/appartement-achter-de-hoven-1/42657050/,Achter de Hoven 1,Tulpenburg,45.0,1.0,1525.0,€ 1.525 per maand (geen servicekosten),Onbepaalde tijd,6+ maanden,Beschikbaar,In overleg,,Nieuwbouw,,,,,,,113.0,2.0,1.0,Douche en wastafel,3.0,,Niet beschikbaar,,Cv-ketel,Cv-ketel,,Soort parkeergelegenheid,,,,,,,Openbaar parkeren,8933 AG,Leeuwarden,1525.0,,223
2916,1732832251-2917,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=91,"Achter de Hoven 1-A
             
                8933 AG Leeuwarden",https://www.funda.nl/detail/huur/leeuwarden/appartement-achter-de-hoven-1-a/42657163/,Achter de Hoven 1-A,Tulpenburg,56.0,1.0,1675.0,€ 1.675 per maand (geen servicekosten),Onbepaalde tijd,6+ maanden,Beschikbaar,In overleg,,Nieuwbouw,,,,,,,140.0,2.0,1.0,Douche en wastafel,3.0,,Niet beschikbaar,,Cv-ketel,Cv-ketel,,Soort parkeergelegenheid,,,,,,,Openbaar parkeren,8933 AG,Leeuwarden,1675.0,,223
2917,1732832253-2918,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=91,"Achter de Hoven 1-B
             
                8933 AG Leeuwarden",https://www.funda.nl/detail/huur/leeuwarden/appartement-achter-de-hoven-1-b/42657165/,Achter de Hoven 1-B,Tulpenburg,60.0,1.0,1775.0,€ 1.775 per maand (geen servicekosten),Onbepaalde tijd,6+ maanden,Beschikbaar,In overleg,,Nieuwbouw,,,,,,,150.0,2.0,1.0,Douche en wastafel,3.0,,Niet beschikbaar,,Cv-ketel,Cv-ketel,,Soort parkeergelegenheid,,,,,,,Openbaar parkeren,8933 AG,Leeuwarden,1775.0,,223
2918,1732832256-2919,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=91,"Carel Willinkgracht 811
             
                1112 ZK Diemen",https://www.funda.nl/detail/huur/diemen/appartement-carel-willinkgracht-811/42894644/,Carel Willinkgracht 811,Holland Park,66.0,2.0,1750.0,€ 1.750 per maand (servicekosten onbekend),Onbepaalde tijd,6+ maanden,Beschikbaar,In overleg,,Bestaande bouw,2018.0,Gestoffeerd,,5.0,,,198.0,3.0,,,1.0,Lift en TV kabel,A,Dubbel glas,Cv-ketel,Cv-ketel,,Soort garage,,,,,,,,1112 ZK,Diemen,1750.0,,97
2919,1732832258-2920,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=91,"Dokter Gallandatstraat 1--3
             
                4382 LD Vlissingen",https://www.funda.nl/detail/huur/vlissingen/appartement-dokter-gallandatstraat-1-3/42065748/,Dokter Gallandatstraat 1--3,Stadhuisplein e.o.,36.0,,,Huurprijs op aanvraag,Onbepaalde tijd,6+ maanden,Beschikbaar,In overleg,,Bestaande bouw,1983.0,,,,,,84.0,,,,1.0,,D,,,Centrale voorziening,,Soort parkeergelegenheid,,,,,,,Openbaar parkeren,4382 LD,Vlissingen,,,417
2920,1732832260-2921,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=91,"De Klok 406
             
                2231 DW Rijnsburg",https://www.funda.nl/detail/huur/rijnsburg/appartement-de-klok-406/42088422/,De Klok 406,Frederiksoord-Noord,80.0,1.0,2395.0,€ 2.395 per maand (geen servicekosten),Tijdelijke verhuur,6+ maanden,Beschikbaar,In overleg,,Bestaande bouw,2017.0,,Zadeldak bedekt met pannen,10.0,5.0,,224.0,3.0,1.0,"Douche, toilet, en wastafel",7.0,Elektra,A,"Dakisolatie, dubbel glas, muurisolatie, vloerisolatie en volledig geïsoleerd",,,,Ligging,,In woonwijk,Zonneterras,,Gelegen op het noordoosten,,Openbaar parkeren en parkeergarage,2231 DW,Rijnsburg,2395.0,1.0,332
2921,1732832263-2922,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=91,"De Klok 408
             
                2231 DW Rijnsburg",https://www.funda.nl/detail/huur/rijnsburg/appartement-de-klok-408/42088435/,De Klok 408,Frederiksoord-Noord,76.0,2.0,2305.0,€ 2.305 per maand (geen servicekosten),Tijdelijke verhuur,6+ maanden,Beschikbaar,In overleg,,Bestaande bouw,2017.0,,Zadeldak bedekt met pannen,10.0,5.0,,213.0,3.0,1.0,"Douche, toilet, en wastafel",7.0,Elektra,A,"Dakisolatie, dubbel glas, muurisolatie, vloerisolatie en volledig geïsoleerd",,,,Ligging,,In woonwijk,Zonneterras,,Gelegen op het noordoosten,,Openbaar parkeren en parkeergarage,2231 DW,Rijnsburg,2305.0,1.0,332
2922,1732832265-2923,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=91,"De Klok 407
             
                2231 DW Rijnsburg",https://www.funda.nl/detail/huur/rijnsburg/appartement-de-klok-407/42088436/,De Klok 407,Frederiksoord-Noord,89.0,2.0,2440.0,€ 2.440 per maand (geen servicekosten),Tijdelijke verhuur,6+ maanden,Beschikbaar,In overleg,,Bestaande bouw,2017.0,,Zadeldak bedekt met pannen,10.0,6.0,,249.0,3.0,1.0,"Douche, toilet, en wastafel",7.0,Elektra,A,Dubbel glas en volledig geïsoleerd,,,,Ligging,,In centrum en in woonwijk,Tuin rondom,,,,Parkeergarage,2231 DW,Rijnsburg,2440.0,1.0,332
2923,1732832267-2924,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=91,"De Klok 405
             
                2231 DW Rijnsburg",https://www.funda.nl/detail/huur/rijnsburg/appartement-de-klok-405/42088439/,De Klok 405,Frederiksoord-Noord,63.0,1.0,2165.0,€ 2.165 per maand (geen servicekosten),Tijdelijke verhuur,6+ maanden,Beschikbaar,In overleg,,Bestaande bouw,2017.0,,Zadeldak bedekt met pannen,10.0,5.0,,170.0,2.0,1.0,"Douche, toilet, en wastafel",7.0,Elektra,A,"Dakisolatie, dubbel glas, muurisolatie, vloerisolatie en volledig geïsoleerd",,,,Ligging,,In woonwijk,Tuin rondom,,,,Openbaar parkeren en parkeergarage,2231 DW,Rijnsburg,2165.0,1.0,332
2924,1732832270-2925,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=91,"Gedempte Zalmhaven 236
             
                3016 DT Rotterdam",https://www.funda.nl/detail/huur/rotterdam/appartement-gedempte-zalmhaven-236/42256097/,Gedempte Zalmhaven 236,Nieuwe Werk,219.0,2.0,5250.0,"€ 5.250 per maand (inclusief servicekosten à € 550,00 /mnd)",Onbepaalde tijd,6+ maanden,Beschikbaar,Beschikbaar per 15-01-2025,,Bestaande bouw,2021.0,Gemeubileerd,Plat dak bedekt met bitumineuze dakbedekking,,,,660.0,3.0,,,2.0,"CCTV, glasvezelkabel, en mechanische ventilatie",A++,"Dakisolatie, dubbel glas, vloerisolatie en volledig geïsoleerd",Stadsverwarming,,,Ligging,,Aan park en vrij uitzicht,,,,,Parkeergarage,3016 DT,Rotterdam,5250.0,,342
2925,1732832272-2926,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=91,"Kerkstraat 44-004
             
                6651 KG Druten",https://www.funda.nl/detail/koop/druten/object-kerkstraat-44-004/43496239/,Kerkstraat 44-004,Westerhout,,,,€ 412 per maand (servicekosten onbekend),Onbepaalde tijd,€ 87.500 vrij op naam,Beschikbaar,Per direct beschikbaar,,Nieuwbouw,,,,,,,231.0,,,,,Elektra,Niet beschikbaar,,,,,,,,,,,,,6651 KG,Druten,,,110
2926,1732832274-2927,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=91,"Dag Hammarskjöldhof 87
             
                1314 WK Almere",https://www.funda.nl/detail/huur/almere/appartement-dag-hammarskjoldhof-87/43437425/,Dag Hammarskjöldhof 87,Centrum Stad Noord,94.0,2.0,1500.0,€ 1.500 per maand (servicekosten onbekend),Onbepaalde tijd,6+ maanden,Beschikbaar,In overleg,,Bestaande bouw,,,Plat dak,6.0,6.0,,282.0,3.0,1.0,"Douche, ligbad, en wastafel",1.0,Lift,Niet beschikbaar,,Cv-ketel,Cv-ketel,,Ligging,,In centrum en in woonwijk,,,,,"Betaald parkeren, op afgesloten terrein, openbaar parkeren en parkeervergunningen",1314 WK,Almere,1500.0,1.0,11
2927,1732832277-2928,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=91,"Gabriël Metsustraat 26-/2
             
                1071 EC Amsterdam",https://www.funda.nl/detail/huur/amsterdam/appartement-gabriel-metsustraat-26-2/43430052/,Gabriël Metsustraat 26-/2,Johannes Vermeerbuurt,210.0,3.0,10000.0,€ 10.000 per maand (geen servicekosten),Tijdelijke verhuur,6+ maanden,Beschikbaar,Per direct beschikbaar,,Bestaande bouw,1912.0,"Beschermd stads- of dorpsgezicht, gemeubileerd, gestoffeerd, monument en monumentaal pand",Zadeldak bedekt met pannen,28.0,,,896.0,6.0,,,3.0,"Alarminstallatie, mechanische ventilatie, en TV kabel",Niet verplicht,"Dakisolatie, muurisolatie en vloerisolatie",Cv-ketel,Cv-ketel,"Gas gestookt combiketel, eigendom",Ligging,,In woonwijk,Zonneterras,,Gelegen op het zuiden,,Betaald parkeren en parkeervergunningen,1071 EC,Amsterdam,10000.0,,17
2928,1732832279-2929,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=91,"Middenweg 20-S
             
                1097 BM Amsterdam",https://www.funda.nl/detail/koop/amsterdam/object-middenweg-20-s/43446698/,Middenweg 20-S,Don Bosco,,,,€ 2.000 per maand (geen servicekosten),Onbepaalde tijd,€ 400.000 kosten koper,Beschikbaar,Per direct beschikbaar,,Bestaande bouw,,,,,,91.0,231.0,,,,,,Niet beschikbaar,,,,,,91.0,,,,,,,1097 BM,Amsterdam,,,17
2929,1732832281-2930,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=91,"Tweede Jacob van Campenstraat 127-A
             
                1073 XR Amsterdam",https://www.funda.nl/detail/huur/amsterdam/appartement-tweede-jacob-van-campenstraat-127-a/43575611/,Tweede Jacob van Campenstraat 127-A,Gerard Doubuurt,150.0,2.0,3975.0,€ 3.975 per maand (geen servicekosten),Tijdelijke verhuur,6+ maanden,Beschikbaar,Per direct beschikbaar,,Bestaande bouw,1906.0,Gemeubileerd,,,,,375.0,3.0,2.0,"Douche, 2 dubbele wastafels, 2 toiletten, 2 wastafelmeubels, en inloopdouche",4.0,,A,,Gehele vloerverwarming,,,Ligging,,In woonwijk,Patio/atrium,,Gelegen op het noorden,,Betaald parkeren en openbaar parkeren,1073 XR,Amsterdam,3975.0,,17
2930,1732832286-2931,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=90,"Willemslaan 1-K
             
                1406 LS Bussum",https://www.funda.nl/detail/huur/bussum/appartement-willemslaan-1-k/43583891/,Willemslaan 1-K,Spiegelzicht,77.0,2.0,2300.0,"€ 2.300 per maand (exclusief servicekosten à € 122,00 /mnd)",Tijdelijke verhuur,6+ maanden,Beschikbaar,Per direct beschikbaar,,Bestaande bouw,1956.0,Gestoffeerd,,,,,200.0,3.0,,,1.0,Buitenzonwering en zonnepanelen,C,,Cv-ketel,Cv-ketel en elektrische boiler,,Ligging,,Aan rustige weg en in woonwijk,,,,,Parkeervergunningen,1406 LS,Bussum,2300.0,,70
2931,1732832288-2932,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=90,"Traviatastraat 194
             
                1183 NZ Amstelveen",https://www.funda.nl/detail/huur/amstelveen/appartement-traviatastraat-194/43540022/,Traviatastraat 194,Operabuurt,199.0,3.0,4650.0,"€ 4.650 per maand (exclusief servicekosten à € 160,00 /mnd)",Onbepaalde tijd,5 maanden,Beschikbaar,In overleg,,Nieuwbouw,2021.0,,Plat dak bedekt met bitumineuze dakbedekking,18.0,6.0,,597.0,4.0,,,21.0,"Glasvezelkabel, lift, mechanische ventilatie, schuifpui, en TV kabel",Niet beschikbaar,Driedubbel glas en volledig geïsoleerd,Stadsverwarming,Stadsverwarming,,Schuur/berging,,,,,,,Parkeergarage,1183 NZ,Amstelveen,4650.0,,16
2932,1732832291-2933,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=90,"Van Nijmegen Schonegevelstraat 19
             
                8471 BP Wolvega",https://www.funda.nl/detail/huur/wolvega/object-van-nijmegen-schonegevelstraat-19/43686669/,Van Nijmegen Schonegevelstraat 19,Wolvega-Stuyvesantbuurt,,,900.0,€ 900 per maand (geen servicekosten),Onbepaalde tijd,4 maanden,Beschikbaar,In overleg,,Bestaande bouw,,,,,,260.0,231.0,,,,,"Elektra, verwarming en stromend water",Niet beschikbaar,,,,,,,,,,,,,8471 BP,Wolvega,900.0,,454
2933,1732832293-2934,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=90,"Buitenvaart 
             
                7905 SN Hoogeveen",https://www.funda.nl/detail/koop/hoogeveen/object-buitenvaart-0-ong/43699793/,Buitenvaart,Industriegebied Buitenvaart,,,,€ 134 per maand (geen servicekosten),Onbepaalde tijd,€ 23.990 vrij op naam,Beschikbaar,In overleg,,Bestaande bouw,,,,,,1400.0,231.0,,,,,Elektrische deur en elektra,Niet beschikbaar,,,,,,1.4,,,,,,,7905 SN,Hoogeveen,,,182
2934,1732832295-2935,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=90,"Buitenvaart 
             
                7905 SN Hoogeveen",https://www.funda.nl/detail/koop/hoogeveen/object-buitenvaart-0-ong/43699796/,Buitenvaart,Industriegebied Buitenvaart,,,,€ 134 per maand (geen servicekosten),Onbepaalde tijd,€ 23.990 vrij op naam,Beschikbaar,In overleg,,Nieuwbouw,,,,,,1400.0,231.0,,,,,Elektrische deur en elektra,Niet beschikbaar,,,,,,1.4,,,,,,,7905 SN,Hoogeveen,,,182
2935,1732832298-2936,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=90,"Dokter Frans Fouquetstraat 7-B04
             
                6211 WH Maastricht",https://www.funda.nl/detail/huur/maastricht/appartement-dokter-frans-fouquetstraat-7-b04/43690466/,Dokter Frans Fouquetstraat 7-B04,Statenkwartier,87.0,2.0,1280.0,€ 1.280 per maand (servicekosten onbekend),Onbepaalde tijd,2 maanden,Beschikbaar,In overleg,,Bestaande bouw,2020.0,,,10.0,,,226.0,3.0,1.0,"Dubbele wastafel, inloopdouche, en ligbad",1.0,,A++,,Stadsverwarming,Stadsverwarming,,Balkon/dakterras,,,,,,Balkon aanwezig,,6211 WH,Maastricht,1280.0,,255
2936,1732832300-2937,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=90,"Dr. Lelykade 230-B
             
                2583 CP Den Haag",https://www.funda.nl/detail/huur/den-haag/appartement-dr-lelykade-230-b/43694379/,Dr. Lelykade 230-B,Vissershaven,105.0,2.0,2650.0,€ 2.650 per maand (geen servicekosten),Onbepaalde tijd,3 maanden,Beschikbaar,Per direct beschikbaar,,Bestaande bouw,2003.0,Gemeubileerd,,6.0,,,200.0,3.0,1.0,"Douche, dubbele wastafel, en ligbad",3.0,Lift en mechanische ventilatie,A,HR-glas,,,,Ligging,,Aan water,,,,Balkon aanwezig,Op afgesloten terrein en parkeergarage,2583 CP,Den Haag,2650.0,1.0,90
2937,1732832302-2938,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=90,"Morseweg 11-15
             
                8912 BG Leeuwarden",https://www.funda.nl/detail/huur/leeuwarden/object-morseweg-11-15/43605106/,Morseweg 11-15,De Zwette V Newton,,,215.0,"€ 215 per maand (exclusief servicekosten à € 41,50 /mnd)",Onbepaalde tijd,3 maanden,Beschikbaar,Per direct beschikbaar,,Bestaande bouw,,,,,,,231.0,,,,,Elektrische deur en elektra,Niet beschikbaar,,,,,,,,,,,,,8912 BG,Leeuwarden,,,223
2938,1732832305-2939,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=90,"Thorbeckelaan 647
             
                2564 CG Den Haag",https://www.funda.nl/detail/huur/den-haag/appartement-thorbeckelaan-647/43609966/,Thorbeckelaan 647,Vruchtenbuurt,192.0,4.0,3250.0,€ 3.250 per maand (geen servicekosten),Tijdelijke verhuur,3 maanden,Beschikbaar,In overleg,,Bestaande bouw,1940.0,Gemeubileerd en gestoffeerd,,17.0,,,642.0,5.0,,,3.0,Mechanische ventilatie,F,,Cv-ketel,Cv-ketel,"Combiketel, eigendom",Ligging,,"Aan drukke weg, in bosrijke omgeving en vrij uitzicht",,,,,Betaald parkeren en parkeervergunningen,2564 CG,Den Haag,3250.0,,90
2939,1732832307-2940,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=90,"Jan Wolkerslaan 311
             
                1112 ZH Diemen",https://www.funda.nl/detail/huur/diemen/appartement-jan-wolkerslaan-311/43600088/,Jan Wolkerslaan 311,Holland Park,54.0,1.0,1550.0,"€ 1.550 per maand (exclusief servicekosten à € 80,00 /mnd)",Onbepaalde tijd,2 maanden,Beschikbaar,Per direct beschikbaar,,Bestaande bouw,2021.0,,Plat dak bedekt met bitumineuze dakbedekking,26.0,5.0,,140.0,2.0,1.0,,6.0,Lift en mechanische ventilatie,Niet beschikbaar,Volledig geïsoleerd,"Stadsverwarming, gehele vloerverwarming, warmte terugwininstallatie en warmtepomp",,,Ligging,,"Aan park, aan rustige weg en vrij uitzicht",,,,Balkon aanwezig,Parkeergarage,1112 ZH,Diemen,1550.0,1.0,97
2940,1732832309-2941,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=90,"Huygensstraat 60-A1
             
                7825 GK Emmen",https://www.funda.nl/detail/huur/emmen/object-huygensstraat-60-a1/43625468/,Huygensstraat 60-A1,Bedrijvenpark A37,,,275.0,€ 275 per maand (geen servicekosten),Onbepaalde tijd,2 maanden,Beschikbaar,In overleg,,Nieuwbouw,,,,,,,231.0,,,,,Elektra en stromend water,Niet beschikbaar,,,,,,,,,,,,,7825 GK,Emmen,,,120
2941,1732832312-2942,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=90,"Kloosterraderplein 216
             
                6461 CK Kerkrade",https://www.funda.nl/detail/huur/kerkrade/object-kloosterraderplein-216/43621036/,Kloosterraderplein 216,Kerkrade-Centrum,,,,Huurprijs op aanvraag,Onbepaalde tijd,2 maanden,Beschikbaar,In overleg,,Bestaande bouw,,,,,,300.0,231.0,,,,,"Elektrische deur, elektra, verwarming en stromend water",Niet beschikbaar,,,,,,300.0,,,,,,,6461 CK,Kerkrade,,,209
2942,1732832314-2943,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=90,"Spuistraat 221-B
             
                1012 VN Amsterdam",https://www.funda.nl/detail/huur/amsterdam/appartement-spuistraat-221-b/43635102/,Spuistraat 221-B,Spuistraat-Zuid,85.0,2.0,3000.0,€ 3.000 per maand (servicekosten onbekend),Onbepaalde tijd,2 maanden,Beschikbaar,Per direct beschikbaar,,Bestaande bouw,1906.0,"Gemeubileerd, monument en monumentaal pand",,,,,300.0,3.0,,,1.0,TV kabel,Niet verplicht,"Dakisolatie, dubbel glas, muurisolatie, vloerisolatie en volledig geïsoleerd",Cv-ketel,Cv-ketel,Eigendom,Ligging,,In centrum en in woonwijk,,,,,,1012 VN,Amsterdam,3000.0,,17
2943,1732832316-2944,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=90,"Mignot en De Blockplein 22
             
                5611 CG Eindhoven",https://www.funda.nl/detail/huur/eindhoven/appartement-mignot-en-de-blockplein-22/43639075/,Mignot en De Blockplein 22,Binnenstad,97.0,2.0,1360.0,€ 1.360 per maand (servicekosten onbekend),Onbepaalde tijd,2 maanden,Beschikbaar,Per direct beschikbaar,,Bestaande bouw,1991.0,,,,,,252.0,3.0,1.0,"Dubbele wastafel, inloopdouche, ligbad, en toilet",8.0,,B,,Cv-ketel,,,Balkon/dakterras,,,,,,Balkon aanwezig,Op afgesloten terrein,5611 CG,Eindhoven,1360.0,,118
2944,1732832319-2945,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=90,"Huygensstraat 60-A44
             
                7825 GK Emmen",https://www.funda.nl/detail/huur/emmen/object-huygensstraat-60-a44/43632238/,Huygensstraat 60-A44,Bedrijvenpark A37,,,275.0,€ 275 per maand (geen servicekosten),Tijdelijke verhuur,2 maanden,Beschikbaar,In overleg,,Bestaande bouw,,,,,,35.0,231.0,,,,,Elektra en stromend water,Niet beschikbaar,,,,,,35.0,,,,,,,7825 GK,Emmen,,,120
2945,1732832324-2946,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=89,"Clothildestraat 471
             
                2033 LW Haarlem",https://www.funda.nl/detail/huur/haarlem/appartement-clothildestraat-471/43647684/,Clothildestraat 471,Karolingenbuurt,80.0,1.0,1300.0,"€ 1.300 per maand (exclusief servicekosten à € 28,00 /mnd)",Tijdelijke verhuur,2 maanden,Beschikbaar,In overleg,,Bestaande bouw,2024.0,,,,5.0,,208.0,3.0,1.0,"Douche, vloerverwarming, en wastafel",2.0,Lift en mechanische ventilatie,Niet beschikbaar,Volledig geïsoleerd,Gehele vloerverwarming,,,Ligging,,Aan drukke weg en in woonwijk,,,,,Openbaar parkeren,2033 LW,Haarlem,1300.0,1.0,149
